text,mood,textID,sentiment,selected_text
i always feel slightly worthless almost self condemning like i should be doing more amounting more saving the world one day at a time a preacher on a podium a counselor for teen single struggling mom s a writer a motivational speaker a super mom to my baby boy,sadness,5590780168,negative,worthless
i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,love,6761691028,positive,faithful
i feel this violence is petty and impractical,anger,6837367924,negative,i feel this violence is petty and impractical
im feeling a bit more sociable now although i dont think ill be able to express everything i want to say,joy,6335848948,positive,sociable
i try not to laugh because sometimes it hurts vellas feelings but some of the things he does are so funny,surprise,1040311822,positive,so funny
i love tall guys they make me feel so little and innocent however innocent was the last thing that i was that night,joy,2186855614,positive,i love
i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,fear,7171595167,negative,i shouldn t be afraid
i feel civilly disturbed class delicious title share this on del,sadness,5959579479,negative,disturbed
i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,fear,6920112238,negative,i still feel its a little shaky
i feel is a dumb plot idea,sadness,7225468463,negative,dumb
im doing things that make me feel brave and strong i have a a href http derfwadmanor,joy,6735350697,positive,brave
i just feel cold and drained all the time im either hungry or tired or cold at the moment and it sort of sucks,anger,7263307374,negative,sucks
i have to leave my hair alone now if im feeling impatient,anger,2517951089,negative,i have to leave my hair alone now if im feeling impatient
i feel not surprised by where i ended up i m happy with a lot of what i ve achieved the positions i ve put myself in,surprise,1916709979,positive,i m happy
i just love the colors and the way the yarns feel i also love supporting small businesses and it allows me to provide quality products in my own shop,joy,3639783877,positive,i just love the colors and the way the yarns feel i also love supporting small businesses
i am not normally the kind of person who gets emotional upon meeting a public figure but as strange as it sounds seeing you yesterday for the first time ever the feeling came over me was the feeling one might feel upon seeing a beloved favorite loving aunt lol,love,6170508095,positive,favorite loving aunt lol
i am reliving all of the feelings of being rejected less than and not good enough from years ago,sadness,122768399,negative,not good enough
i love a movie with a good feel to it that really keeps you enthralled and the road has just that,surprise,4641238229,positive,i love
i was feeling quite casual that day,joy,5338159308,positive,i was feeling quite casual
i should feel like successful independent woman a la destinys child no,joy,747187477,positive,successful
i feel funny telling you about my name change anyway gracias por todo,surprise,5274900034,positive,funny
i feel guilty to my family my friends who made the introduction for me to that job and somehow i even feel guilty to my boss even though he fooled and lied to me,sadness,7822600175,negative,i feel guilty
i feel lovely,love,3689543644,positive,i feel lovely
